,relationship,from_country,to_country,contest_year,total_points,point_ratio,avg_point_ratio
12506,Hungary-Portugal,Hungary,Portugal,1994,7,0.58333333333333333333,0.17187500000000000000
12507,Hungary-Russia,Hungary,Russia,1994,6,0.50000000000000000000,0.27678571428571428571
12508,Hungary-United Kingdom,Hungary,United Kingdom,1994,3,0.25000000000000000000,0.17401960784313725490
12509,Hungary-Cyprus,Hungary,Cyprus,1994,0,0E-20,0.15151515151515151515
12510,Hungary-Iceland,Hungary,Iceland,1994,0,0E-20,0.35000000000000000000
12511,Hungary-Sweden,Hungary,Sweden,1994,2,0.16666666666666666667,0.29901960784313725490
12512,Hungary-Greece,Hungary,Greece,1994,4,0.33333333333333333333,0.24444444444444444444
12513,Hungary-Bosnia & Herzegovina,Hungary,Bosnia & Herzegovina,1994,1,0.08333333333333333333,0.00925925925925925926
12514,Hungary-Croatia,Hungary,Croatia,1994,0,0E-20,0.08796296296296296296
12515,Hungary-Austria,Hungary,Austria,1994,0,0E-20,0.27314814814814814815
12516,Hungary-Spain,Hungary,Spain,1994,0,0E-20,0.07598039215686274510
12517,Hungary-Switzerland,Hungary,Switzerland,1994,0,0E-20,0.09523809523809523809
12518,Hungary-Slovakia,Hungary,Slovakia,1994,0,0E-20,0E-20
12519,Hungary-Romania,Hungary,Romania,1994,0,0E-20,0.15972222222222222222
12520,Hungary-Finland,Hungary,Finland,1994,0,0E-20,0.05555555555555555556
12521,Hungary-Netherlands,Hungary,Netherlands,1994,0,0E-20,0.42129629629629629630
12522,Hungary-Estonia,Hungary,Estonia,1994,0,0E-20,0.17500000000000000000
12523,Hungary-Lithuania,Hungary,Lithuania,1994,0,0E-20,0.03703703703703703704
12524,Iceland-Ireland,Iceland,Ireland,1994,12,1.00000000000000000000,0.19444444444444444444
12525,Iceland-Poland,Iceland,Poland,1994,6,0.50000000000000000000,0.16666666666666666667
12526,Iceland-Germany,Iceland,Germany,1994,7,0.58333333333333333333,0.16911764705882352941
12527,Iceland-Hungary,Iceland,Hungary,1994,10,0.83333333333333333333,0.27564102564102564103
12528,Iceland-Malta,Iceland,Malta,1994,0,0E-20,0.09523809523809523810
12529,Iceland-Norway,Iceland,Norway,1994,1,0.08333333333333333333,0.41015625000000000000
12530,Iceland-France,Iceland,France,1994,5,0.41666666666666666667,0.24523809523809523810
12531,Iceland-Portugal,Iceland,Portugal,1994,8,0.66666666666666666667,0.22644927536231884058
12532,Iceland-Russia,Iceland,Russia,1994,4,0.33333333333333333333,0.18849206349206349206
12533,Iceland-United Kingdom,Iceland,United Kingdom,1994,0,0E-20,0.11309523809523809524
12534,Iceland-Cyprus,Iceland,Cyprus,1994,3,0.25000000000000000000,0.19166666666666666667
12535,Iceland-Iceland,Iceland,Iceland,1994,0,0E-20,0E-20
12536,Iceland-Sweden,Iceland,Sweden,1994,2,0.16666666666666666667,0.52205882352941176471
12537,Iceland-Greece,Iceland,Greece,1994,0,0E-20,0.10919540229885057471
12538,Iceland-Bosnia & Herzegovina,Iceland,Bosnia & Herzegovina,1994,0,0E-20,0.03921568627450980392
12539,Iceland-Croatia,Iceland,Croatia,1994,0,0E-20,0.13235294117647058823
12540,Iceland-Austria,Iceland,Austria,1994,0,0E-20,0.21376811594202898551
12541,Iceland-Spain,Iceland,Spain,1994,0,0E-20,0.07261904761904761905
12542,Iceland-Switzerland,Iceland,Switzerland,1994,0,0E-20,0.27083333333333333333
12543,Iceland-Slovakia,Iceland,Slovakia,1994,0,0E-20,0E-20
12544,Iceland-Romania,Iceland,Romania,1994,0,0E-20,0.10049019607843137255
12545,Iceland-Finland,Iceland,Finland,1994,0,0E-20,0.37500000000000000000
12546,Iceland-Netherlands,Iceland,Netherlands,1994,0,0E-20,0.20833333333333333333
12547,Iceland-Estonia,Iceland,Estonia,1994,0,0E-20,0.30208333333333333333
12548,Iceland-Lithuania,Iceland,Lithuania,1994,0,0E-20,0.09166666666666666667
12549,Ireland-Ireland,Ireland,Ireland,1994,0,0E-20,0E-20
12550,Ireland-Poland,Ireland,Poland,1994,7,0.58333333333333333333,0.19531250000000000000
12551,Ireland-Germany,Ireland,Germany,1994,5,0.41666666666666666667,0.23863636363636363636
12552,Ireland-Hungary,Ireland,Hungary,1994,12,1.00000000000000000000,0.13690476190476190476
12553,Ireland-Malta,Ireland,Malta,1994,10,0.83333333333333333333,0.34000000000000000000
12554,Ireland-Norway,Ireland,Norway,1994,3,0.25000000000000000000,0.25961538461538461538
12555,Ireland-France,Ireland,France,1994,2,0.16666666666666666667,0.25231481481481481481
12556,Ireland-Portugal,Ireland,Portugal,1994,8,0.66666666666666666667,0.09011627906976744186
12557,Ireland-Russia,Ireland,Russia,1994,4,0.33333333333333333333,0.24603174603174603175
12558,Ireland-United Kingdom,Ireland,United Kingdom,1994,1,0.08333333333333333333,0.36681547619047619048
12559,Ireland-Cyprus,Ireland,Cyprus,1994,0,0E-20,0.15694444444444444444
12560,Ireland-Iceland,Ireland,Iceland,1994,6,0.50000000000000000000,0.20216049382716049383
12561,Ireland-Sweden,Ireland,Sweden,1994,0,0E-20,0.31053459119496855346
12562,Ireland-Greece,Ireland,Greece,1994,0,0E-20,0.07456140350877192982
12563,Ireland-Bosnia & Herzegovina,Ireland,Bosnia & Herzegovina,1994,0,0E-20,0.03921568627450980392
12564,Ireland-Croatia,Ireland,Croatia,1994,0,0E-20,0.12268518518518518519
12565,Ireland-Austria,Ireland,Austria,1994,0,0E-20,0.21162280701754385965
12566,Ireland-Spain,Ireland,Spain,1994,0,0E-20,0.12202380952380952381
12567,Ireland-Switzerland,Ireland,Switzerland,1994,0,0E-20,0.24695121951219512195
12568,Ireland-Slovakia,Ireland,Slovakia,1994,0,0E-20,0E-20
12569,Ireland-Romania,Ireland,Romania,1994,0,0E-20,0.20833333333333333333
12570,Ireland-Finland,Ireland,Finland,1994,0,0E-20,0.17162698412698412698
12571,Ireland-Netherlands,Ireland,Netherlands,1994,0,0E-20,0.26259689922480620155
12572,Ireland-Estonia,Ireland,Estonia,1994,0,0E-20,0.33823529411764705882
12573,Ireland-Lithuania,Ireland,Lithuania,1994,0,0E-20,0.48055555555555555555
12574,Lithuania-Ireland,Lithuania,Ireland,1994,10,0.83333333333333333333,0.22727272727272727273
12575,Lithuania-Poland,Lithuania,Poland,1994,12,1.00000000000000000000,0.26136363636363636364
12576,Lithuania-Germany,Lithuania,Germany,1994,4,0.33333333333333333333,0.09420289855072463768
12577,Lithuania-Hungary,Lithuania,Hungary,1994,0,0E-20,0.09090909090909090909
12578,Lithuania-Malta,Lithuania,Malta,1994,7,0.58333333333333333333,0.15773809523809523809
12579,Lithuania-Norway,Lithuania,Norway,1994,1,0.08333333333333333333,0.24780701754385964912
12580,Lithuania-France,Lithuania,France,1994,8,0.66666666666666666667,0.21195652173913043478
12581,Lithuania-Portugal,Lithuania,Portugal,1994,0,0E-20,0.19696969696969696970
12582,Lithuania-Russia,Lithuania,Russia,1994,6,0.50000000000000000000,0.53935185185185185185
12583,Lithuania-United Kingdom,Lithuania,United Kingdom,1994,0,0E-20,0.10507246376811594203
12584,Lithuania-Cyprus,Lithuania,Cyprus,1994,0,0E-20,0.08333333333333333333
12585,Lithuania-Iceland,Lithuania,Iceland,1994,3,0.25000000000000000000,0.17559523809523809524
12586,Lithuania-Sweden,Lithuania,Sweden,1994,5,0.41666666666666666667,0.35984848484848484849
12587,Lithuania-Greece,Lithuania,Greece,1994,0,0E-20,0.08333333333333333333
12588,Lithuania-Bosnia & Herzegovina,Lithuania,Bosnia & Herzegovina,1994,0,0E-20,0.02564102564102564103
12589,Lithuania-Croatia,Lithuania,Croatia,1994,0,0E-20,0.09722222222222222222
12590,Lithuania-Austria,Lithuania,Austria,1994,0,0E-20,0.18560606060606060606
12591,Lithuania-Spain,Lithuania,Spain,1994,0,0E-20,0.06340579710144927536
12592,Lithuania-Switzerland,Lithuania,Switzerland,1994,0,0E-20,0.17916666666666666667
12593,Lithuania-Slovakia,Lithuania,Slovakia,1994,0,0E-20,0E-20
12594,Lithuania-Romania,Lithuania,Romania,1994,2,0.16666666666666666667,0.03645833333333333333
12595,Lithuania-Finland,Lithuania,Finland,1994,0,0E-20,0.17307692307692307692
12596,Lithuania-Netherlands,Lithuania,Netherlands,1994,0,0E-20,0.24652777777777777778
12597,Lithuania-Estonia,Lithuania,Estonia,1994,0,0E-20,0.46794871794871794872
12598,Lithuania-Lithuania,Lithuania,Lithuania,1994,0,0E-20,0E-20
12599,Malta-Ireland,Malta,Ireland,1994,5,0.41666666666666666667,0.31159420289855072464
12600,Malta-Poland,Malta,Poland,1994,2,0.16666666666666666667,0.07812500000000000000
12601,Malta-Germany,Malta,Germany,1994,0,0E-20,0.09558823529411764706
12602,Malta-Hungary,Malta,Hungary,1994,0,0E-20,0.04761904761904761905
12603,Malta-Malta,Malta,Malta,1994,0,0E-20,0E-20
12604,Malta-Norway,Malta,Norway,1994,0,0E-20,0.19086021505376344086
12605,Malta-France,Malta,France,1994,0,0E-20,0.07976190476190476190
12606,Malta-Portugal,Malta,Portugal,1994,1,0.08333333333333333333,0.09848484848484848485
12607,Malta-Russia,Malta,Russia,1994,0,0E-20,0.26893939393939393939
12608,Malta-United Kingdom,Malta,United Kingdom,1994,0,0E-20,0.35000000000000000000
12609,Malta-Cyprus,Malta,Cyprus,1994,0,0E-20,0.30072463768115942029
12610,Malta-Iceland,Malta,Iceland,1994,0,0E-20,0.18560606060606060606
12611,Malta-Sweden,Malta,Sweden,1994,3,0.25000000000000000000,0.36029411764705882353
12612,Malta-Greece,Malta,Greece,1994,4,0.33333333333333333333,0.28240740740740740741
12613,Malta-Bosnia & Herzegovina,Malta,Bosnia & Herzegovina,1994,7,0.58333333333333333333,0.08333333333333333333
12614,Malta-Croatia,Malta,Croatia,1994,10,0.83333333333333333333,0.29166666666666666667
12615,Malta-Austria,Malta,Austria,1994,0,0E-20,0.15476190476190476191
12616,Malta-Spain,Malta,Spain,1994,0,0E-20,0.16309523809523809524
12617,Malta-Switzerland,Malta,Switzerland,1994,8,0.66666666666666666667,0.23333333333333333333
12618,Malta-Slovakia,Malta,Slovakia,1994,12,1.00000000000000000000,0.55555555555555555556
12619,Malta-Romania,Malta,Romania,1994,6,0.50000000000000000000,0.24561403508771929825
12620,Malta-Finland,Malta,Finland,1994,0,0E-20,0.12121212121212121212
12621,Malta-Netherlands,Malta,Netherlands,1994,0,0E-20,0.21590909090909090909
12622,Malta-Estonia,Malta,Estonia,1994,0,0E-20,0.15509259259259259259
12623,Malta-Lithuania,Malta,Lithuania,1994,0,0E-20,0.07031250000000000000
12624,Netherlands-Ireland,Netherlands,Ireland,1994,12,1.00000000000000000000,0.29960317460317460317
12625,Netherlands-Poland,Netherlands,Poland,1994,8,0.66666666666666666667,0.12500000000000000000
12626,Netherlands-Germany,Netherlands,Germany,1994,4,0.33333333333333333333,0.21174863387978142077
12627,Netherlands-Hungary,Netherlands,Hungary,1994,10,0.83333333333333333333,0.18589743589743589743
12628,Netherlands-Malta,Netherlands,Malta,1994,1,0.08333333333333333333,0.18478260869565217391
12629,Netherlands-Norway,Netherlands,Norway,1994,7,0.58333333333333333333,0.20909090909090909091
12630,Netherlands-France,Netherlands,France,1994,0,0E-20,0.23750000000000000000
12631,Netherlands-Portugal,Netherlands,Portugal,1994,3,0.25000000000000000000,0.17757936507936507937
12632,Netherlands-Russia,Netherlands,Russia,1994,5,0.41666666666666666667,0.16250000000000000000
12633,Netherlands-United Kingdom,Netherlands,United Kingdom,1994,2,0.16666666666666666667,0.21653005464480874317
12634,Netherlands-Cyprus,Netherlands,Cyprus,1994,0,0E-20,0.16071428571428571429
12635,Netherlands-Iceland,Netherlands,Iceland,1994,0,0E-20,0.18833333333333333333
12636,Netherlands-Sweden,Netherlands,Sweden,1994,6,0.50000000000000000000,0.25804093567251461988
12637,Netherlands-Greece,Netherlands,Greece,1994,0,0E-20,0.24074074074074074074
12638,Netherlands-Bosnia & Herzegovina,Netherlands,Bosnia & Herzegovina,1994,0,0E-20,0.23437500000000000000
12639,Netherlands-Croatia,Netherlands,Croatia,1994,0,0E-20,0.06617647058823529412
12640,Netherlands-Austria,Netherlands,Austria,1994,0,0E-20,0.13541666666666666667
12641,Netherlands-Spain,Netherlands,Spain,1994,0,0E-20,0.13218390804597701149
12642,Netherlands-Switzerland,Netherlands,Switzerland,1994,0,0E-20,0.26388888888888888889
12643,Netherlands-Slovakia,Netherlands,Slovakia,1994,0,0E-20,0E-20
12644,Netherlands-Romania,Netherlands,Romania,1994,0,0E-20,0.07407407407407407407
12645,Netherlands-Finland,Netherlands,Finland,1994,0,0E-20,0.13148148148148148148
12646,Netherlands-Netherlands,Netherlands,Netherlands,1994,0,0E-20,0E-20
12647,Netherlands-Estonia,Netherlands,Estonia,1994,0,0E-20,0.22058823529411764706
12648,Netherlands-Lithuania,Netherlands,Lithuania,1994,0,0E-20,0.09444444444444444444
12649,Norway-Ireland,Norway,Ireland,1994,12,1.00000000000000000000,0.32102272727272727273
12650,Norway-Poland,Norway,Poland,1994,6,0.50000000000000000000,0.16927083333333333333
12651,Norway-Germany,Norway,Germany,1994,1,0.08333333333333333333,0.15416666666666666667
12652,Norway-Hungary,Norway,Hungary,1994,8,0.66666666666666666667,0.13095238095238095238
12653,Norway-Malta,Norway,Malta,1994,0,0E-20,0.23166666666666666667
12654,Norway-Norway,Norway,Norway,1994,0,0E-20,0E-20
12655,Norway-France,Norway,France,1994,7,0.58333333333333333333,0.24081920903954802260
12656,Norway-Portugal,Norway,Portugal,1994,0,0E-20,0.12592592592592592593
12657,Norway-Russia,Norway,Russia,1994,3,0.25000000000000000000,0.20039682539682539683
12658,Norway-United Kingdom,Norway,United Kingdom,1994,2,0.16666666666666666667,0.22882513661202185792
12659,Norway-Cyprus,Norway,Cyprus,1994,5,0.41666666666666666667,0.15725806451612903226
12660,Norway-Iceland,Norway,Iceland,1994,0,0E-20,0.36728395061728395062
12661,Norway-Sweden,Norway,Sweden,1994,10,0.83333333333333333333,0.52370689655172413793
12662,Norway-Greece,Norway,Greece,1994,4,0.33333333333333333333,0.15598290598290598291
12663,Norway-Bosnia & Herzegovina,Norway,Bosnia & Herzegovina,1994,0,0E-20,0.25490196078431372549
12664,Norway-Croatia,Norway,Croatia,1994,0,0E-20,0.12268518518518518519
12665,Norway-Austria,Norway,Austria,1994,0,0E-20,0.10795454545454545455
12666,Norway-Spain,Norway,Spain,1994,0,0E-20,0.11805555555555555556
12667,Norway-Switzerland,Norway,Switzerland,1994,0,0E-20,0.22373188405797101449
12668,Norway-Slovakia,Norway,Slovakia,1994,0,0E-20,0E-20
12669,Norway-Romania,Norway,Romania,1994,0,0E-20,0.16666666666666666667
12670,Norway-Finland,Norway,Finland,1994,0,0E-20,0.23049645390070921986
12671,Norway-Netherlands,Norway,Netherlands,1994,0,0E-20,0.20572916666666666667
12672,Norway-Estonia,Norway,Estonia,1994,0,0E-20,0.20098039215686274510
12673,Norway-Lithuania,Norway,Lithuania,1994,0,0E-20,0.25833333333333333333
12674,Poland-Ireland,Poland,Ireland,1994,8,0.66666666666666666667,0.21130952380952380952
12675,Poland-Poland,Poland,Poland,1994,0,0E-20,0E-20
12676,Poland-Germany,Poland,Germany,1994,7,0.58333333333333333333,0.20312500000000000000
12677,Poland-Hungary,Poland,Hungary,1994,12,1.00000000000000000000,0.27430555555555555556
12678,Poland-Malta,Poland,Malta,1994,0,0E-20,0.12500000000000000000
12679,Poland-Norway,Poland,Norway,1994,0,0E-20,0.29356060606060606061
12680,Poland-France,Poland,France,1994,6,0.50000000000000000000,0.15500000000000000000
12681,Poland-Portugal,Poland,Portugal,1994,1,0.08333333333333333333,0.10416666666666666667
12682,Poland-Russia,Poland,Russia,1994,10,0.83333333333333333333,0.22685185185185185185
12683,Poland-United Kingdom,Poland,United Kingdom,1994,3,0.25000000000000000000,0.14000000000000000000
12684,Poland-Cyprus,Poland,Cyprus,1994,5,0.41666666666666666667,0.10539215686274509804
12685,Poland-Iceland,Poland,Iceland,1994,4,0.33333333333333333333,0.15364583333333333333
12686,Poland-Sweden,Poland,Sweden,1994,0,0E-20,0.32291666666666666667
12687,Poland-Greece,Poland,Greece,1994,2,0.16666666666666666667,0.11904761904761904762
12688,Poland-Bosnia & Herzegovina,Poland,Bosnia & Herzegovina,1994,0,0E-20,0.05000000000000000000
12689,Poland-Croatia,Poland,Croatia,1994,0,0E-20,0.12239583333333333333
12690,Poland-Austria,Poland,Austria,1994,0,0E-20,0.13095238095238095238
12691,Poland-Spain,Poland,Spain,1994,0,0E-20,0.07333333333333333333
12692,Poland-Switzerland,Poland,Switzerland,1994,0,0E-20,0.20138888888888888889
12693,Poland-Slovakia,Poland,Slovakia,1994,0,0E-20,0.13888888888888888889
12694,Poland-Romania,Poland,Romania,1994,0,0E-20,0.15277777777777777778
12695,Poland-Finland,Poland,Finland,1994,0,0E-20,0.19871794871794871795
12696,Poland-Netherlands,Poland,Netherlands,1994,0,0E-20,0.21388888888888888889
12697,Poland-Estonia,Poland,Estonia,1994,0,0E-20,0.32738095238095238095
12698,Poland-Lithuania,Poland,Lithuania,1994,0,0E-20,0.16987179487179487180
12699,Portugal-Ireland,Portugal,Ireland,1994,12,1.00000000000000000000,0.25694444444444444444
12700,Portugal-Poland,Portugal,Poland,1994,7,0.58333333333333333333,0.05555555555555555556
12701,Portugal-Germany,Portugal,Germany,1994,10,0.83333333333333333333,0.28459119496855345912
12702,Portugal-Hungary,Portugal,Hungary,1994,1,0.08333333333333333333,0.08333333333333333333
12703,Portugal-Malta,Portugal,Malta,1994,4,0.33333333333333333333,0.14772727272727272727
12704,Portugal-Norway,Portugal,Norway,1994,0,0E-20,0.15785256410256410256
12705,Portugal-France,Portugal,France,1994,6,0.50000000000000000000,0.23317307692307692308
12706,Portugal-Portugal,Portugal,Portugal,1994,0,0E-20,0E-20
12707,Portugal-Russia,Portugal,Russia,1994,2,0.16666666666666666667,0.25694444444444444444
12708,Portugal-United Kingdom,Portugal,United Kingdom,1994,8,0.66666666666666666667,0.28395061728395061728
12709,Portugal-Cyprus,Portugal,Cyprus,1994,5,0.41666666666666666667,0.10632183908045977012
12710,Portugal-Iceland,Portugal,Iceland,1994,3,0.25000000000000000000,0.22666666666666666667
12711,Portugal-Sweden,Portugal,Sweden,1994,0,0E-20,0.23447712418300653595
12712,Portugal-Greece,Portugal,Greece,1994,0,0E-20,0.16008771929824561403
12713,Portugal-Bosnia & Herzegovina,Portugal,Bosnia & Herzegovina,1994,0,0E-20,0.00980392156862745098
12714,Portugal-Croatia,Portugal,Croatia,1994,0,0E-20,0.16406250000000000000
12715,Portugal-Austria,Portugal,Austria,1994,0,0E-20,0.16447368421052631579
12716,Portugal-Spain,Portugal,Spain,1994,0,0E-20,0.34413580246913580247
12717,Portugal-Switzerland,Portugal,Switzerland,1994,0,0E-20,0.21849593495934959350
12718,Portugal-Slovakia,Portugal,Slovakia,1994,0,0E-20,0E-20
12719,Portugal-Romania,Portugal,Romania,1994,0,0E-20,0.32031250000000000000
12720,Portugal-Finland,Portugal,Finland,1994,0,0E-20,0.08035714285714285714
12721,Portugal-Netherlands,Portugal,Netherlands,1994,0,0E-20,0.20020325203252032520
12722,Portugal-Estonia,Portugal,Estonia,1994,0,0E-20,0.16388888888888888889
12723,Portugal-Lithuania,Portugal,Lithuania,1994,0,0E-20,0.06410256410256410256
12724,Romania-Ireland,Romania,Ireland,1994,8,0.66666666666666666667,0.14236111111111111111
12725,Romania-Poland,Romania,Poland,1994,7,0.58333333333333333333,0.17916666666666666667
12726,Romania-Germany,Romania,Germany,1994,12,1.00000000000000000000,0.12137681159420289855
12727,Romania-Hungary,Romania,Hungary,1994,2,0.16666666666666666667,0.43181818181818181818
12728,Romania-Malta,Romania,Malta,1994,10,0.83333333333333333333,0.20238095238095238095
12729,Romania-Norway,Romania,Norway,1994,4,0.33333333333333333333,0.15625000000000000000
12730,Romania-France,Romania,France,1994,0,0E-20,0.07427536231884057971
12731,Romania-Portugal,Romania,Portugal,1994,0,0E-20,0.11363636363636363636
12732,Romania-Russia,Romania,Russia,1994,3,0.25000000000000000000,0.34027777777777777778
12733,Romania-United Kingdom,Romania,United Kingdom,1994,0,0E-20,0.09239130434782608696
12734,Romania-Cyprus,Romania,Cyprus,1994,0,0E-20,0.15277777777777777778
12735,Romania-Iceland,Romania,Iceland,1994,0,0E-20,0.07440476190476190476
12736,Romania-Sweden,Romania,Sweden,1994,0,0E-20,0.29924242424242424242
12737,Romania-Greece,Romania,Greece,1994,6,0.50000000000000000000,0.44791666666666666667
12738,Romania-Bosnia & Herzegovina,Romania,Bosnia & Herzegovina,1994,0,0E-20,0.04861111111111111111
